investimento_marketing,preco_medicamento,mes,demanda
38199,513,9,144
25496,50,10,63
18765,535,7,201
26721,528,2,190
4515,990,4,469
5454,649,12,277
41537,85,12,76
23873,529,8,186
9384,931,9,419
14727,390,7,163
4534,306,5,135
34523,195,1,11
32889,142,9,3
26465,250,12,33
31593,574,6,200
22330,23,2,38
9302,721,11,316
13907,835,10,370
25430,431,10,133
42752,269,2,46
48153,675,10,196
8181,506,1,229
47213,364,12,56
13875,913,4,414
28219,352,10,96
37182,472,11,130
16005,177,2,68
43269,596,10,185
15245,856,11,359
7457,289,9,104
7749,606,2,273
34064,437,11,105
10821,459,9,174
33761,48,1,66
39051,997,7,389
14119,354,6,130
8664,257,6,95
30281,172,2,24
41279,625,1,234
32821,768,10,285
39233,853,8,328
25647,134,8,5
46325,827,2,307
5382,750,4,358
17449,777,4,357
18263,418,2,155
25643,51,11,70
10408,551,9,239
24606,72,12,44
28603,737,4,307
47458,750,4,275
6069,214,4,104
20623,324,5,110
45440,726,10,246
17891,992,12,408
8704,364,12,127
29290,101,8,27
28460,20,4,61
18509,186,3,60
18269,336,11,98
8975,202,1,87
45837,984,2,393
7565,917,4,427
23467,881,9,372
5870,292,1,129
19909,688,6,293
10117,392,6,168
2938,381,10,145
29390,919,3,381
45322,220,10,13
37000,211,9,3
21128,360,10,123
32781,318,3,76
4465,525,1,236
1440,607,2,289
6413,159,4,56
12663,325,4,139
39523,215,2,17
38780,80,10,73
20547,988,6,424
17126,379,6,140
40520,326,3,79
1005,499,1,252
38544,352,10,78
8038,885,9,395
7414,102,4,25
23123,353,9,99
4970,536,5,242
12050,750,7,334
3606,943,3,464
17482,785,3,335
34293,493,8,152
7337,413,1,177
34948,619,8,211
25451,740,8,299
27265,711,3,296
26714,739,1,321
21875,804,9,319
14057,596,4,244
33400,399,7,115
6922,40,9,27
4071,969,3,471
23025,898,5,403
28503,196,10,17
24765,382,11,101
36560,41,3,72
47612,856,5,318
33782,979,11,396
19799,567,2,249
36453,269,4,53
28476,680,12,250
17212,971,2,448
10428,92,3,28
32419,110,5,28
9159,195,9,51
25310,145,3,16
37868,223,10,6
40142,933,6,363
7004,265,4,101
39289,630,4,212
12412,290,11,74
12755,63,10,29
20017,753,10,308
4890,960,5,462
29840,628,11,213
18175,567,7,238
10191,187,11,39
1151,454,4,222
20447,49,8,50
23751,813,12,315
30175,616,9,220
25288,376,9,81
47629,510,9,140
48800,652,2,218
38367,818,3,318
13274,267,5,90
13218,715,12,298
24792,272,1,82
3977,976,4,450
18226,804,11,332
30022,740,5,288
4793,885,9,422
2659,401,8,173
38930,555,1,174
44473,653,12,207
17040,756,3,340
5270,919,3,423
14286,924,11,407
4603,917,6,439
47540,438,4,105
18600,142,4,2
3291,313,1,138
14123,704,12,287
4811,162,10,28
14347,957,12,416
32276,918,11,366
47619,530,4,143
16513,946,1,424
6142,967,5,460
24246,700,3,282
26507,76,10,58
27714,61,5,38
13194,840,3,383
8526,650,5,305
20362,140,4,17
47281,843,9,306
45852,782,6,283
47117,362,12,64
48836,351,10,35
5595,475,2,209
31394,456,1,149
16402,360,1,144
28140,360,1,124
23595,435,9,140
43723,868,5,328
47764,201,4,22
25911,696,10,264
26752,283,5,72
20405,229,9,39
25220,542,3,230
34953,201,3,7
37053,463,12,114
4447,270,2,115
11662,157,8,25
5899,237,7,76
29582,770,2,293
49828,473,4,128
2935,902,7,413
43213,868,1,340
43042,106,1,28
11335,829,8,356
18669,312,6,97
9545,111,2,26
41247,227,10,2
39023,223,10,1
19269,205,1,52
38830,104,3,31
8066,846,12,371
11712,683,4,295
16991,175,5,48
36790,312,11,38
22649,552,10,200
35315,180,3,1
31806,405,5,118
13210,504,12,193
37972,522,7,168
41358,870,11,326
35136,175,9,1
45297,162,5,26
16945,788,4,346
30665,638,10,221
43477,303,11,34
14644,581,9,228
5917,54,8,21
20868,243,5,45
12877,687,9,299
14224,412,11,131
4052,427,9,174
28272,722,1,298
42150,407,12,86
31668,715,6,263
18316,768,11,311
8240,316,5,138
32559,342,6,104
4238,835,10,377
44175,873,3,333
1565,507,3,247
22762,589,10,221
6558,58,5,11
17375,524,7,208
26710,522,4,190
12103,772,6,348
16174,556,5,218
42490,335,2,72
22793,515,11,177
28597,136,12,40
9753,361,1,171
39397,901,6,346
7318,259,5,114
34069,706,9,255
21151,464,12,152
41274,871,7,327
9701,759,1,373
7962,506,10,203
39197,784,6,282
49634,430,11,87
31041,911,7,378
8248,642,3,299
20829,772,9,307
3203,755,11,345
26370,317,11,75
36247,71,2,53
11386,752,1,357
1434,323,10,117
43998,307,10,40
35474,683,12,234
25644,918,9,371
39493,137,7,41
19288,942,10,405
4959,988,11,459
48289,443,1,106
12143,810,4,370
40593,666,10,216
40115,228,3,17
46609,146,11,47
23540,312,7,100
36481,538,5,174
30969,241,9,45
12561,96,11,1
23578,357,3,115
13787,882,11,376
7512,809,6,367
11596,865,10,383
32746,869,2,350
20930,758,3,336
48950,932,4,375
31201,294,6,83
19687,882,11,367
36989,826,1,336
31183,136,6,20
21758,311,4,93
2082,290,8,117
42405,466,9,135
31832,176,8,6
46891,591,8,182
46810,203,2,14
47901,443,10,97
18976,675,2,283
39376,692,6,247
6526,620,5,283
32086,35,6,60
22563,945,9,395
7472,780,12,349
3775,117,10,21
16828,981,7,435
45776,635,5,209
18974,319,10,100
23388,766,7,319
16055,441,8,161
19615,326,11,89
38886,975,12,361
23838,293,1,98
41728,280,10,38
13464,258,11,74
41364,955,11,372
8240,793,7,343
5942,351,4,144
20622,134,5,7
14536,287,2,104
2600,31,10,19
6700,92,5,31
39839,893,9,344
11248,425,1,211
46291,836,3,309
18093,197,4,49
20355,995,9,429
18177,791,2,360
20483,965,7,422
44815,278,9,16
39533,419,12,90
1026,289,10,123
40461,851,4,340
22706,651,5,258
25660,700,12,265
40377,505,12,118
43082,599,12,187
17258,78,10,24
39077,661,4,244
33779,906,12,352
25154,285,7,81
30684,94,8,20
16389,109,8,8
27324,524,3,183
28685,376,2,129
28195,173,6,9
22797,919,12,380
47439,237,1,22
6774,505,12,209
32633,559,9,180
1796,149,7,47
41047,85,8,57
29389,163,7,6
8188,399,5,154
24696,332,5,90
3024,426,7,187
8666,426,7,183
36985,992,2,425
7584,296,2,132
26462,634,7,247
28044,428,5,134
6285,333,2,167
8370,568,1,265
18903,268,9,74
33499,964,11,389
33368,480,8,144
23995,418,2,162
40624,687,2,258
36200,470,3,145
23841,490,4,188
5866,663,9,280
14566,578,12,232
38822,453,6,159
42876,975,3,388
29552,465,8,146
35549,726,6,264
25914,122,8,19
44830,347,10,39
45542,702,12,221
23333,620,2,247
16958,265,8,66
21954,77,11,33
10638,124,5,30
35147,711,10,258
10675,991,12,417
25054,88,4,12
44034,321,3,59
32661,172,12,16
18184,556,9,212
48963,908,10,325
26822,54,7,44
11929,976,7,454
6267,34,6,4
37025,125,9,46
13069,749,3,335
1981,915,1,448
44436,93,7,81
19472,875,9,347
20336,950,6,426
26587,304,10,55
12656,569,2,265
28326,216,8,32
19510,299,9,82
41831,806,10,281
19975,705,8,301
10665,836,9,369
28097,575,1,227
26741,988,3,446
7437,685,3,314
26185,172,9,8
11375,310,3,118
28107,951,10,394
31484,161,1,18
36629,787,3,288
46610,331,2,74
26835,665,9,254
30743,51,1,34
31917,45,11,76
39995,930,2,376
12424,274,1,97
10643,964,9,439
11310,754,7,336
19951,75,1,8
27568,312,10,89
16233,656,12,248
14200,249,6,111
22548,72,5,31
11532,973,10,399
24465,120,11,28
22291,486,5,176
43448,865,4,333
31580,823,3,348
27149,888,8,358
22346,286,7,91
11619,814,5,381
40918,21,12,103
2766,41,9,17
4549,597,12,266
19693,231,7,48
32922,255,10,27
43402,899,2,356
35744,548,7,198
49328,407,7,75
13165,33,4,19
24564,538,12,185
36258,866,12,329
26301,241,8,60
45763,931,4,372
21765,635,7,243
45787,981,4,371
8425,422,8,165
13857,532,3,222
28463,306,2,73
23444,403,10,108
42457,266,6,24
37744,919,7,369
15205,110,7,23
1704,845,6,400
6452,331,11,118
46617,456,8,85
39862,745,12,250
4681,62,6,2
21522,93,6,6
19300,773,3,338
10566,580,12,220
8501,899,2,429
2845,895,7,434
40181,335,6,78
41758,753,1,304
43396,881,2,355
14230,163,2,58
18754,348,1,128
35404,228,3,27
23564,118,5,18
33362,719,4,281
19227,133,12,7
25760,194,2,36
30723,290,8,65
48475,82,9,72
18215,815,8,356
6538,423,7,171
22699,244,10,37
44085,978,2,371
13454,180,6,55
49217,55,11,93
42223,400,4,123
22711,672,5,274
16059,337,9,104
49398,727,9,244
2286,682,4,340
35297,475,8,123
43768,288,11,20
40423,363,5,98
35645,59,9,65
43709,769,2,268
27485,433,4,140
33267,399,3,127
46823,241,7,15
28086,300,2,74
17484,244,3,92
4087,476,9,198
39596,173,8,22
19675,299,2,93
25680,372,6,111
18077,58,3,22
39174,748,12,256
12432,775,6,342
4491,640,5,277
47126,994,10,373
47122,592,4,181
4392,508,12,213
3268,964,7,465
39400,956,11,371
37551,217,10,6
29088,295,7,79
15479,191,4,67
26465,803,3,328
49155,527,4,159
23357,424,2,162
6969,290,4,125
9981,954,4,468
22032,573,12,190
42618,720,5,269
25408,791,1,332
25241,683,2,295
48940,150,8,49
18402,645,8,252
26766,404,8,136
4657,753,5,356
22230,416,8,146
19680,585,9,231
18158,869,4,378
20195,315,4,91
43340,402,7,97
36950,531,5,174
13979,414,11,159
8867,573,10,214
16155,624,1,272
14006,279,8,79
5329,300,4,132
23551,375,8,106
36865,439,2,138
2404,211,12,55
38869,656,12,223
2369,447,4,205
40433,827,2,347
19448,367,5,123
36533,448,10,115
25175,411,10,144
1716,360,8,164
14850,566,11,228
2711,959,7,448
26801,421,11,152
22751,66,5,47
40029,684,11,236
26173,769,7,281
7086,444,5,193
48130,536,7,174
12223,979,4,469
17220,977,4,442
14392,656,10,283
21051,898,4,405
3246,347,11,159
21010,106,8,8
3822,534,1,242
25667,184,10,18
18234,242,5,64
31654,880,12,351
10669,316,10,97
22784,935,2,421
30672,470,10,141
2082,362,4,173
12148,955,5,442
28494,360,8,112
41935,480,2,134
10557,411,2,178
45496,920,2,371
37719,556,8,181
48445,570,12,148
49737,440,3,105
42735,400,5,105
40536,636,2,224
15039,24,6,36
3303,667,10,305
48931,23,6,100
40925,700,2,268
19281,335,4,98
49897,841,11,287
23209,937,2,409
29173,97,10,52
43287,550,4,176
26190,736,11,273
34012,374,7,98
42716,855,5,328
42783,52,10,86
44787,681,4,243
21191,724,10,284
3779,158,10,52
19230,291,3,110
47491,215,6,14
24405,146,2,7
13803,368,4,128
28825,762,12,291
14698,63,8,5
35560,761,2,322
16376,747,9,300
19118,263,2,79
14117,28,8,43
40983,781,8,278
38956,731,7,260
49786,865,10,284
48469,98,6,55
39049,776,1,316
23242,209,2,47
1944,105,7,20
32695,504,11,166
2511,290,4,120
46486,793,9,281
23502,532,3,205
25805,39,4,31
27993,508,3,208
9369,951,7,430
45888,149,2,43
47489,857,10,303
36383,789,12,267
18997,662,12,271
16629,26,2,17
32949,871,2,359
3840,772,12,337
15051,723,4,324
28523,956,8,391
2774,329,8,140
14262,828,8,360
4871,646,8,286
9273,920,7,402
18229,492,6,200
28385,121,12,38
43176,357,7,63
30289,338,5,71
4260,532,8,218
33019,44,2,57
4145,740,5,366
32753,449,7,133
8802,162,9,25
3263,728,10,338
27913,676,1,288
9155,168,11,15
1922,712,9,313
7695,74,3,28
21672,490,1,198
39526,382,7,91
46344,669,3,217
20014,228,8,33
8816,204,11,48
26743,84,2,7
41324,568,4,194
49993,131,12,52
29539,282,2,92
31102,95,11,75
39698,315,4,69
12633,197,12,40
24384,785,1,342
4512,20,10,30
7066,167,5,50
32500,895,3,383
14207,690,9,274
21106,855,4,380
15322,799,6,368
35828,681,9,256
47781,148,2,27
20418,657,7,257
3387,532,3,242
9031,918,1,425
2799,648,9,304
36548,991,9,382
34895,521,12,150
25914,168,11,2
41133,288,4,57
15635,720,9,311
41379,672,7,227
46414,124,4,44
8535,485,12,208
48272,783,2,292
43132,948,5,377
3808,921,8,417
14055,300,10,88
28605,426,10,130
27665,875,6,372
33767,632,12,210
5297,813,12,366
44977,919,11,351
21943,377,5,126
34216,694,4,267
6008,222,11,68
22277,631,6,252
17820,300,11,76
7012,935,3,458
23253,276,2,94
30202,113,1,22
30236,343,9,73
2620,810,1,376
47352,758,11,243
34716,381,4,102
10319,681,6,303
17575,370,9,138
13204,81,4,5
12952,660,7,284
18787,206,7,61
34872,599,6,206
30376,934,9,368
1548,561,11,252
12640,916,10,406
27437,323,7,82
23145,806,3,357
8903,658,6,295
19168,455,7,166
27863,232,12,16
44381,425,7,103
29548,837,6,336
9990,981,3,464
12467,153,6,32
24901,979,2,430
24301,936,10,414
38006,934,1,395
20644,238,8,42
5367,440,3,221
39419,338,8,62
17204,176,3,31
20755,207,2,45
3093,495,12,197
5001,181,8,39
31783,148,3,11
23940,323,8,93
8810,108,2,23
45040,914,4,369
38322,936,9,355
27008,181,1,34
19901,941,2,414
28433,55,2,38
42465,246,9,1
23189,170,10,7
46139,612,5,201
29730,66,11,63
10236,735,4,350
47537,959,10,355
8061,679,10,298
19588,250,4,88
4902,558,7,255
35120,720,3,294
35364,184,9,10
42535,743,5,277
34447,839,11,313
29874,606,9,231
21096,623,1,267
13020,593,10,238
45864,85,12,84
45153,939,8,347
42277,99,2,72
22685,159,8,6
39502,419,4,125
16675,951,2,446
25365,149,2,22
23276,785,6,323
13693,465,3,196
24513,851,11,343
24621,48,10,56
24711,221,3,51
41175,256,9,16
45554,618,5,194
28785,627,7,231
3542,818,12,377
18062,358,5,119
6366,418,2,179
27465,458,11,143
33286,308,11,51
41178,271,8,34
43603,996,9,392
14647,711,11,300
39309,119,2,19
44201,935,2,359
44315,604,4,202
10860,441,8,183
11745,662,5,295
7818,713,5,319
15101,725,7,297
6028,37,12,35
33725,490,4,166
49566,657,12,176
44722,742,9,257
22087,26,4,40
46538,438,8,113
10438,399,3,176
19156,527,6,219
19548,133,1,37
40879,871,7,334
25767,530,11,185
39881,615,7,195
3563,870,2,419
49657,892,5,325
9498,995,4,462
9131,633,10,279
26107,488,9,167
29793,112,12,44
3696,511,2,260
24705,847,3,383
24397,121,1,7
8704,512,10,211
17442,782,5,376
10765,555,3,265
11002,504,12,204
12390,498,4,207
45436,896,4,350
19946,186,6,24
7641,159,10,41
34709,113,7,28
46583,200,7,37
40309,595,11,175
16624,23,8,56
10966,625,3,289
24814,408,5,142
35189,291,12,39
6765,814,10,366
31222,151,6,7
18223,603,12,227
37769,835,6,326
13647,923,12,401
39016,612,8,190
5959,531,5,247
28257,705,5,286
32984,831,1,361
23212,982,1,451
28215,71,6,34
37657,309,10,48
30057,465,10,134
35094,256,5,34
39669,808,11,278
37126,510,10,161
35353,299,6,69
14500,63,9,14
45328,901,8,318
17772,785,7,330
49586,956,7,349
4332,944,6,457
23218,378,6,125
36588,665,1,251
16472,587,12,239
5959,545,7,245
18443,709,5,298
46134,481,7,149
26874,120,6,27
2301,711,8,320
44319,480,3,154
25080,788,8,320
21683,287,7,74
30656,902,1,385
23455,381,3,135
5112,427,10,174
46531,56,4,85
45542,487,9,117
17882,985,12,414
33145,735,6,276
42388,278,7,28
33735,528,5,176
8245,686,3,301
45599,769,5,279
3105,328,12,139
43513,631,7,195
22711,292,9,69
6630,644,12,267
4206,129,9,38
19953,674,12,278
36396,698,8,249
11068,279,5,105
14394,676,7,288
2067,761,4,370
16245,926,10,400
10859,287,5,114
30164,51,12,86
40410,942,4,380
16377,959,3,429
37834,830,11,302
34715,750,1,290
21773,196,5,38
34939,123,12,54
49599,255,2,15
7114,112,6,8
33939,220,5,20
13818,830,11,362
10335,918,2,434
43819,762,8,282
7209,944,5,446
44148,786,2,312
4577,616,1,288
9380,54,2,20
5076,136,1,66
33925,707,10,252
41545,477,10,117
42205,490,3,172
12095,954,3,440
49047,939,12,329
20179,807,10,350
40968,418,1,142
29400,616,7,228
19761,136,10,6
48615,381,7,77
42809,223,9,3
2810,165,5,62
22574,463,4,154
29562,746,5,321
41663,636,8,215
19510,880,8,381
7953,316,12,123
40091,887,4,348
23131,600,12,223
27883,506,8,182
39373,786,4,315
6891,250,4,98
36844,222,11,1
19728,381,8,129
34387,414,2,123
12094,267,4,94
3407,459,1,202
13644,933,1,447
36772,415,11,115
21298,780,8,317
44446,675,4,239
37807,814,6,327
35072,375,5,112
39398,420,10,94
29669,260,6,43
31161,360,4,98
8282,906,4,423
27539,248,7,50
4307,562,1,271
18745,640,9,253
40433,950,10,362
38062,558,3,204
35555,874,4,344
2073,691,9,314
33683,548,5,214
26741,286,12,66
23286,148,4,20
4599,239,12,72
28293,101,6,24
16389,580,1,261
45113,572,10,153
13318,39,1,18
49875,346,5,59
4055,56,5,21
18043,401,11,134
7320,931,9,428
40281,58,1,38
5642,128,3,39
28158,448,3,157
10321,83,4,19
15432,194,12,28
23757,810,7,327
38234,51,7,77
27044,964,10,404
22971,740,5,285
45226,910,9,333
49647,550,7,161
26727,125,2,13
23559,501,12,185
9284,225,3,97
44526,266,11,16
18665,854,7,359
28476,698,5,284
11991,108,7,10
20561,335,9,109
5511,30,9,30
11796,68,3,3
4881,930,8,446
16668,915,6,407
36181,998,4,412
35312,592,4,215
29106,190,4,25
28222,162,7,10
16729,226,6,53
5784,482,2,231
39394,528,5,161
38282,220,5,18
34913,24,6,71
10102,230,7,74
45266,48,12,103
39218,209,11,3
18950,207,8,45
5507,856,12,391
47303,786,10,254
38016,169,8,7
14523,544,11,222
25667,965,5,412
4992,903,2,454
42290,962,10,366
9027,385,8,162
23144,176,6,19
26530,99,3,11
45740,887,4,349
16305,292,12,79
44561,679,1,243
22731,737,3,319
21673,645,4,271
34297,537,2,185
26842,809,12,311
24827,251,6,63
38502,668,8,232
47666,179,12,39
27173,363,6,99
19909,308,10,101
32007,224,3,34
13985,857,9,369
23525,324,4,110
47757,379,6,85
36510,689,4,248
38403,889,4,358
38193,419,11,86
42429,468,2,153
4830,125,10,24
1533,101,2,47
48018,361,2,83
21946,801,2,347
24504,971,8,420
46015,440,10,100
29255,68,4,29
37855,225,4,19
42721,237,10,16
47061,837,10,281
42850,695,11,238
36123,455,3,151
35723,810,5,319
36739,341,4,105
6539,250,7,91
8493,730,10,313
36604,506,7,159
22311,448,6,162
38707,902,7,359
4644,745,12,331
21445,303,7,92
36934,505,8,165
10511,295,11,84
1183,452,1,205
10475,204,3,78
20230,741,12,304
27008,652,3,271
12332,235,5,88
48941,116,10,65
43756,974,7,376
5722,138,10,16
16194,384,6,158
27631,813,4,330
28912,422,6,135
18166,637,7,282
47840,416,4,113
16976,477,11,166
39623,337,8,74
47062,401,5,95
13046,161,3,47
34444,476,2,151
24634,520,1,220
5090,926,4,434
46266,342,2,60
31008,287,12,55
23107,822,3,348
46545,506,1,162
9382,897,6,419
48774,698,4,243
10034,179,5,52
9526,762,8,345
25073,33,11,76
47698,724,4,259
2110,174,6,85
17445,120,3,17
1386,591,8,282
19584,62,3,15
46674,212,7,12
35451,330,7,80
48801,640,3,231
49476,624,3,214
31549,747,10,267
7321,484,10,195
25440,182,12,4
32566,370,11,70
42446,253,8,3
33521,947,11,371
45692,422,3,113
24798,370,2,136
14565,186,5,48
24027,167,11,2
42500,47,7,90
33095,278,8,59
6631,947,1,467
25329,617,12,224
44020,639,2,225
46206,461,7,101
38937,969,9,403
7787,957,3,460
39000,648,8,214
27875,895,10,372
25514,546,3,213
23580,230,4,46
21291,849,2,369
5288,562,9,237
7734,464,5,204
18464,813,5,353
40008,472,4,142
8814,716,5,331
44154,423,12,79
8851,85,1,35
2600,424,10,183
7866,902,10,397
4692,847,12,398
21373,594,6,235
34100,454,11,115
47477,247,4,24
47877,495,12,112
15847,487,4,199
15507,120,12,14
10963,442,5,184
7106,375,1,159
8333,158,4,47
49826,650,10,187
32913,588,3,211
32283,150,5,18
40423,568,10,183
39076,487,5,163
30815,499,8,153
21584,130,1,17
26382,172,3,5
2064,936,5,471
42848,781,11,273
44883,261,3,32
7820,739,6,327
9512,899,10,381
37725,701,3,266
20615,788,6,331
40776,298,8,61
49812,382,4,77
18884,644,8,257
48455,427,7,101
18952,194,11,23
10711,620,11,253
21473,154,4,6
19249,525,3,223
10597,313,5,129
22984,514,5,205
49022,834,7,302
17388,890,11,393
48137,438,1,122
41727,225,9,2
19782,337,2,108
7608,92,9,5
34115,278,9,31
46180,377,3,79
43773,167,7,26
7500,244,3,99
36342,124,8,40
21209,575,8,215
21977,947,3,426
39040,375,5,89
42462,557,7,173
4521,835,1,400
2300,280,3,110
28075,590,1,239
24979,592,2,260
31802,836,7,334
13225,945,7,436
12481,932,3,429
22217,89,6,8
45813,973,6,378
38153,466,2,134
15755,976,9,411
25914,466,8,154
36592,802,2,331
27269,276,12,39
39732,928,4,377
25555,963,9,418
20874,915,4,384
37535,949,7,379
47344,656,5,213
46036,945,10,354
8925,550,6,234
4107,138,1,66
21852,851,4,371
31183,85,5,44
28617,264,6,59
9722,76,6,9
23631,63,5,40
32622,543,3,201
8883,909,11,408
20708,443,2,185
47221,767,7,253
18197,555,1,227
22134,414,12,129
41386,469,12,124
34550,276,5,47
15642,973,4,439
21439,815,7,348
33243,855,2,356
41557,380,11,68
25583,782,8,314
29349,625,9,223
15002,399,12,131
20523,462,10,153
45749,986,1,404
6007,911,5,427
21435,553,4,229
41343,493,5,155
26093,176,9,10
49952,108,12,68
12294,221,3,70
39405,481,1,132
46538,500,11,106
48310,728,3,253
11908,576,4,233
13699,473,2,199
35633,489,1,173
2376,399,1,192
15255,420,8,146
14647,98,4,13
39176,570,12,160
9163,955,2,454
40051,815,10,304
35744,405,3,141
7443,997,8,461
14324,686,6,307
22143,680,8,262
41363,362,10,71
5920,922,5,424
18375,464,3,161
38996,71,6,59
12748,270,10,78
29535,963,8,395
16715,913,5,411
48252,678,5,226
7450,348,3,154
26010,927,3,389
1020,513,12,221
15717,369,8,142
48348,986,11,375
43885,789,1,312
10664,804,4,373
2099,478,9,199
24225,517,6,184
3637,144,6,38
42349,223,10,3
41512,787,11,268
20797,662,11,259
41225,40,7,65
11807,609,11,238
18738,866,7,381
7402,582,6,260
5521,381,9,156
9382,380,8,142
46460,797,12,268
38121,135,8,30
16065,74,2,17
20934,311,7,94
15425,70,12,29
14111,861,1,391
41799,804,10,277
16510,273,8,71
38851,511,3,175
9816,592,11,240
13317,878,9,385
3175,990,5,476
12341,928,7,428
26654,980,7,413
22608,882,9,358
18579,244,2,63
31194,488,4,158
35837,867,12,330
4358,122,8,38
19822,989,5,455
42576,67,11,95
38012,756,5,279
20727,361,3,136
35579,252,5,47
32018,601,7,203
17555,578,4,232
6906,247,8,73
41751,541,11,148
5063,716,6,323
44214,611,6,220
9644,32,6,18
43378,518,4,140
9142,464,3,210
32644,845,10,325
34521,359,6,77
12564,343,6,120
40619,615,2,230
6104,617,10,278
28299,176,9,12
48958,675,4,220
14421,594,4,253
24211,450,10,142
12202,574,12,230
44871,426,11,99
43185,177,12,38
42127,204,12,12
4685,817,8,381
25661,510,3,198
43637,854,10,302
19366,971,7,433
38712,555,7,187
25276,376,2,141
16410,736,3,328
49239,381,12,46
10678,243,4,90
25575,632,2,259
42401,223,9,2
42230,27,10,98
14888,491,11,192
17727,191,6,46
49971,739,1,272
4081,115,1,47
24021,693,8,279
10449,822,11,355
16657,627,6,263
36059,325,10,67
2532,676,12,282
38130,277,7,36
17015,493,6,197
38756,969,2,406
7344,319,3,127
42198,484,8,142
49461,633,4,192
10106,708,8,324
35206,917,3,351
48587,347,2,75
10652,129,7,35
25550,729,1,317
7389,924,11,417
23361,148,3,24
36847,984,2,409
40063,890,5,347
14703,156,2,11
19642,929,10,394
42326,558,5,193
37509,668,3,252
14881,183,9,33
16414,368,10,126
15329,482,9,177
23831,887,8,364
42091,662,5,238
8588,523,10,218
1903,904,11,434
45416,170,7,18
43723,909,2,364
36572,265,3,49
18610,129,12,7
35052,604,11,207
34457,817,2,323
22527,294,10,62
38550,889,11,323
30011,86,1,36
38275,69,3,41
35764,835,4,330
33004,534,12,156
25064,245,9,23
29702,597,12,188
21165,525,2,217
9631,174,9,57
22852,893,1,410
5507,499,9,205
1527,130,6,43
29981,502,8,174
36764,827,3,351
37235,912,8,349
48540,787,11,275
34471,293,9,36
1662,174,7,73
25940,670,4,276
42882,186,6,4
7256,38,6,20
29432,364,2,124
9367,922,2,438
47228,754,11,253
39065,588,5,210
26511,917,1,402
9573,313,5,120
16582,664,10,262
6378,481,3,213
14500,357,3,133
1305,823,8,403
22881,471,11,157
5697,363,3,170
8222,736,3,342
8933,650,1,303
18849,784,8,328
25236,104,10,12
45231,716,10,214
34170,756,6,269
13901,679,11,285
7940,408,8,175
49790,811,3,269
20054,246,11,39
41863,305,6,43
44610,303,12,39
5544,712,2,323
26318,966,3,430
7074,128,4,40
40618,154,9,45
34518,957,12,378
26444,310,4,88
21446,906,7,377
29543,821,12,328
25789,634,8,230
2617,732,5,330
36298,527,2,186
4333,648,11,270
41002,863,8,333
23152,841,5,375
25091,48,5,21
1511,413,7,177
48314,46,6,96
38850,486,3,162
17636,32,7,52
21517,573,12,214
32786,952,1,420
9820,464,4,210
37244,243,4,21
10178,482,6,194
2725,40,6,2
19477,406,10,137
47533,667,8,220
35469,345,12,90
9496,752,1,370
13270,486,7,197
11472,676,4,297
21724,541,6,212
31416,244,10,45
36575,672,9,220
16654,494,3,218
12078,637,8,270
29030,799,3,331
8572,725,6,304
18408,477,2,205
20359,659,9,261
9698,232,2,89
5856,682,12,305
28527,980,5,415
40492,500,6,155
10245,915,4,428
44634,199,12,19
43864,848,7,303
29946,557,7,199
38355,546,12,168
38690,41,7,56
38814,364,11,53
32645,596,7,211
20278,782,10,308
8203,941,11,409
49171,40,10,112
22658,764,9,301
43596,427,2,108
16797,506,5,215
33806,547,10,167
31958,435,9,124
7265,291,12,104
7598,224,11,55
36183,317,11,63
18142,691,2,298
27998,965,3,415
26890,572,7,218
29878,127,9,42
15306,656,3,280
48345,171,10,33
12885,32,8,46
45145,734,11,247
44826,98,8,61
8443,925,12,400
32839,573,4,202
18084,188,11,27
24911,268,6,50
5383,140,11,34
27777,406,12,97
35361,458,8,142
15758,291,12,74
30521,319,9,75
21529,740,2,313
24091,492,1,215
40794,177,5,2
32381,652,10,225
36380,246,3,32
31932,440,11,129
45097,975,6,369
2908,992,12,461
40722,43,11,98
48953,761,1,281
31358,557,12,195
31412,589,11,181
19174,796,4,353
16496,657,6,285
3928,976,2,478
31632,806,11,311
33309,559,11,178
10280,922,8,421
41449,832,4,326
22635,147,2,17
27957,113,1,2
37895,722,8,257
5963,440,10,181
28521,291,1,82
33615,503,7,178
45529,24,7,111
47322,176,6,21
22695,71,8,32
10357,262,10,75
26176,682,1,283
19409,793,12,315
1987,439,1,199
2965,972,1,480
41084,948,6,374
32318,836,7,305
27015,444,10,143
30191,99,9,31
47814,714,10,223
1868,373,5,158
38146,638,1,231
49231,685,9,224
30032,312,5,82
29305,736,6,291
23640,135,9,4
19318,548,2,228
14246,499,3,215
34844,307,7,48
33602,687,3,277
22584,496,2,179
16169,44,7,19
26968,450,8,127
7385,297,9,97
9222,336,2,151
26444,657,2,270
39248,831,11,297
41545,377,7,77
6362,295,4,124
34718,896,5,374
9250,709,1,322
3818,363,6,153
37368,450,10,106
45109,578,8,176
16053,731,11,298
28426,582,1,217
48101,458,2,124
40023,481,7,152
25892,826,2,370
44675,289,9,45
30361,728,6,294
17007,450,12,159
15241,40,12,55
45858,162,5,36
46073,779,7,297
24902,887,10,358
25506,372,8,115
18562,484,9,174
21239,487,6,164
14065,532,5,231
46415,483,7,123
42291,896,2,347
39805,869,8,330
34295,413,12,108
19443,938,4,424
10290,805,1,384
1211,772,3,372
